market,date_started,week_end_date,price_per_quintal,year,month
Pukharayan APMC,2025-02-24,2025-02-28,653.03,2025,2
Puranpur APMC,2025-02-24,2025-02-28,913.42,2025,2
Purwa APMC,2025-02-24,2025-02-28,732.61,2025,2
Puwaha APMC,2025-02-24,2025-02-28,854.7,2025,2
Raibareilly APMC,2025-02-24,2025-02-28,767.89,2025,2
Rampur APMC,2025-02-24,2025-02-28,843.87,2025,2
Rampurmaniharan APMC,2025-02-24,2025-02-28,1320.67,2025,2
Rasda APMC,2025-02-24,2025-02-28,642.4,2025,2
Robertsganj APMC,2025-02-24,2025-02-28,560.89,2025,2
Rudauli APMC,2025-02-24,2025-02-28,786.67,2025,2
Safdarganj APMC,2025-02-24,2025-02-28,692.41,2025,2
Saharanpur APMC,2025-02-24,2025-02-28,1068.91,2025,2
Sahiyapur APMC,2025-02-24,2025-02-28,689.49,2025,2
Salon APMC,2025-02-24,2025-02-28,832.73,2025,2
Sambhal APMC,2025-02-24,2025-02-28,738.93,2025,2
Samsabad APMC,2025-02-24,2025-02-28,572.41,2025,2
Sandi APMC,2025-02-24,2025-02-28,779.85,2025,2
Sandila APMC,2025-02-24,2025-02-28,764.74,2025,2
Sehjanwa APMC,2025-02-24,2025-02-28,1900.0,2025,2
Shadabad APMC,2025-02-24,2025-02-28,690.0,2025,2
Shahabad(New Mandi) APMC,2025-02-24,2025-02-28,796.28,2025,2
Shahaswan APMC,2025-02-24,2025-02-28,,2025,2
Shahganj APMC,2025-02-24,2025-02-28,510.36,2025,2
Shahjahanpur APMC,2025-02-24,2025-02-28,930.6,2025,2
Shahpur APMC,2025-02-24,2025-02-28,,2025,2
Shamli APMC,2025-02-24,2025-02-28,822.69,2025,2
Shikohabad APMC,2025-02-24,2025-02-28,,2025,2
Sikanderabad APMC,2025-02-24,2025-02-28,700.0,2025,2
Sikarpur APMC,2025-02-24,2025-02-28,704.35,2025,2
Sirsa APMC,2025-02-24,2025-02-28,848.8,2025,2
Sirsaganj APMC,2025-02-24,2025-02-28,1214.29,2025,2
Sitapur APMC,2025-02-24,2025-02-28,793.56,2025,2
Siyana APMC,2025-02-24,2025-02-28,1900.0,2025,2
Sultanpur APMC,2025-02-24,2025-02-28,610.43,2025,2
Tamkuhi road APMC,2025-02-24,2025-02-28,848.38,2025,2
Tanda(Rampur) APMC,2025-02-24,2025-02-28,674.55,2025,2
Thanabhavan APMC,2025-02-24,2025-02-28,1389.29,2025,2
Tikonia APMC,2025-02-24,2025-02-28,760.0,2025,2
Tilhar APMC,2025-02-24,2025-02-28,908.62,2025,2
Tulsipur APMC,2025-02-24,2025-02-28,922.25,2025,2
Tundla APMC,2025-02-24,2025-02-28,658.75,2025,2
Ujhani APMC,2025-02-24,2025-02-28,851.76,2025,2
Unnao APMC,2025-02-24,2025-02-28,737.4,2025,2
Uttaripura APMC,2025-02-24,2025-02-28,633.12,2025,2
Varanasi APMC,2025-02-24,2025-02-28,594.01,2025,2
Varanasi(F&V) APMC,2025-02-24,2025-02-28,,2025,2
Varipaal APMC,2025-02-24,2025-02-28,819.57,2025,2
Vishalpur APMC,2025-02-24,2025-02-28,876.85,2025,2
Viswan APMC,2025-02-24,2025-02-28,801.88,2025,2
Wazirganj APMC,2025-02-24,2025-02-28,795.96,2025,2
Average,2025-02-24,2025-02-28,785.45,2025,2
Achalda APMC,2025-01-01,2025-01-08,1223.89,2025,1
Achnera APMC,2025-01-01,2025-01-08,1013.68,2025,1
Agra APMC,2025-01-01,2025-01-08,988.77,2025,1
Ahirora APMC,2025-01-01,2025-01-08,311.5,2025,1
Ajuha APMC,2025-01-01,2025-01-08,1346.71,2025,1
Akbarpur APMC,2025-01-01,2025-01-08,1654.17,2025,1
Aligarh APMC,2025-01-01,2025-01-08,1064.82,2025,1
Allahabad APMC,2025-01-01,2025-01-08,1411.7,2025,1
Amroha APMC,2025-01-01,2025-01-08,1363.17,2025,1
Anandnagar APMC,2025-01-01,2025-01-08,1785.71,2025,1
Anoop Shahar APMC,2025-01-01,2025-01-08,1770.97,2025,1
Anwala APMC,2025-01-01,2025-01-08,1011.04,2025,1
Atarra APMC,2025-01-01,2025-01-08,1025.56,2025,1
Auraiya APMC,2025-01-01,2025-01-08,1094.27,2025,1
Awagarh APMC,2025-01-01,2025-01-08,,2025,1
Azamgarh APMC,2025-01-01,2025-01-08,1177.05,2025,1
Bachranwa APMC,2025-01-01,2025-01-08,1207.89,2025,1
Badayoun APMC,2025-01-01,2025-01-08,1465.42,2025,1
Bagpat APMC,2025-01-01,2025-01-08,1400.0,2025,1
Bahraich APMC,2025-01-01,2025-01-08,1349.29,2025,1
Ballia APMC,2025-01-01,2025-01-08,1196.94,2025,1
Balrampur APMC,2025-01-01,2025-01-08,1346.82,2025,1
Banda APMC,2025-01-01,2025-01-08,1072.75,2025,1
Bangarmau APMC,2025-01-01,2025-01-08,1448.1,2025,1
Barabanki APMC,2025-01-01,2025-01-08,1710.98,2025,1
Baraut APMC,2025-01-01,2025-01-08,1656.5,2025,1
Bareilly APMC,2025-01-01,2025-01-08,1468.21,2025,1
Basti APMC,2025-01-01,2025-01-08,1269.46,2025,1
Bharthna APMC,2025-01-01,2025-01-08,1359.17,2025,1
Bharuasumerpur APMC,2025-01-01,2025-01-08,1276.55,2025,1
Bharwari APMC,2025-01-01,2025-01-08,1381.01,2025,1
Bhinga APMC,2025-01-01,2025-01-08,1384.02,2025,1
Bijnaur APMC,2025-01-01,2025-01-08,1379.25,2025,1
Bilsi APMC,2025-01-01,2025-01-08,1381.02,2025,1
Bindki APMC,2025-01-01,2025-01-08,1271.54,2025,1
Bisoli APMC,2025-01-01,2025-01-08,1292.31,2025,1
Buland Shahr APMC,2025-01-01,2025-01-08,1724.31,2025,1
Chaandpur APMC,2025-01-01,2025-01-08,2069.23,2025,1
Chandausi APMC,2025-01-01,2025-01-08,1315.74,2025,1
Chandoli APMC,2025-01-01,2025-01-08,882.09,2025,1
Charra APMC,2025-01-01,2025-01-08,1111.76,2025,1
Chhibramau APMC,2025-01-01,2025-01-08,1338.36,2025,1
Chirgaon APMC,2025-01-01,2025-01-08,1061.28,2025,1
Chitwadagaon APMC,2025-01-01,2025-01-08,1226.3,2025,1
Chorichora APMC,2025-01-01,2025-01-08,2600.0,2025,1
Choubepur APMC,2025-01-01,2025-01-08,1403.81,2025,1
Chutmalpur APMC,2025-01-01,2025-01-08,1543.66,2025,1
Dadri APMC,2025-01-01,2025-01-08,1486.59,2025,1
Dankaur APMC,2025-01-01,2025-01-08,1578.33,2025,1
Deoband APMC,2025-01-01,2025-01-08,,2025,1
Devariya APMC,2025-01-01,2025-01-08,1302.09,2025,1
Dhanaura APMC,2025-01-01,2025-01-08,1241.67,2025,1
Dibiapur APMC,2025-01-01,2025-01-08,857.14,2025,1
Doharighat APMC,2025-01-01,2025-01-08,3402.32,2025,1
Dudhi APMC,2025-01-01,2025-01-08,712.04,2025,1
Etah APMC,2025-01-01,2025-01-08,1153.13,2025,1
Etawah APMC,2025-01-01,2025-01-08,1351.49,2025,1
Faizabad APMC,2025-01-01,2025-01-08,1539.97,2025,1
Farukhabad APMC,2025-01-01,2025-01-08,1296.0,2025,1
Fatehabad APMC,2025-01-01,2025-01-08,592.18,2025,1
Fatehpur APMC,2025-01-01,2025-01-08,1553.8,2025,1
Fatehpur Sikri APMC,2025-01-01,2025-01-08,1088.94,2025,1
Firozabad APMC,2025-01-01,2025-01-08,1096.46,2025,1
Gadaura APMC,2025-01-01,2025-01-08,1947.06,2025,1
Gangoh APMC,2025-01-01,2025-01-08,,2025,1
Gazipur APMC,2025-01-01,2025-01-08,1043.49,2025,1
Ghaziabad APMC,2025-01-01,2025-01-08,1660.25,2025,1
Ghiraur APMC,2025-01-01,2025-01-08,1225.0,2025,1
Golagokarnath APMC,2025-01-01,2025-01-08,1480.19,2025,1
Gonda APMC,2025-01-01,2025-01-08,1056.69,2025,1
Gopiganj APMC,2025-01-01,2025-01-08,1125.25,2025,1
Gorakhpur APMC,2025-01-01,2025-01-08,1169.39,2025,1
Gulavati APMC,2025-01-01,2025-01-08,1900.0,2025,1
Gurusarai APMC,2025-01-01,2025-01-08,1087.81,2025,1
Haathras APMC,2025-01-01,2025-01-08,1102.18,2025,1
Hapur APMC,2025-01-01,2025-01-08,1513.87,2025,1
Hardoi APMC,2025-01-01,2025-01-08,1413.61,2025,1
Hasanpur APMC,2025-01-01,2025-01-08,1850.0,2025,1
Jafarganj APMC,2025-01-01,2025-01-08,1646.3,2025,1
Jagnair APMC,2025-01-01,2025-01-08,1417.65,2025,1
Jahangirabad APMC,2025-01-01,2025-01-08,1464.27,2025,1
Jalalabad APMC,2025-01-01,2025-01-08,950.0,2025,1
Jalaun APMC,2025-01-01,2025-01-08,750.94,2025,1
Jasra APMC,2025-01-01,2025-01-08,1312.17,2025,1
Jasvantnagar APMC,2025-01-01,2025-01-08,1368.77,2025,1
Jaunpur APMC,2025-01-01,2025-01-08,1089.5,2025,1
Jayas APMC,2025-01-01,2025-01-08,1718.72,2025,1
Jhansi APMC,2025-01-01,2025-01-08,999.21,2025,1
Jhijhank APMC,2025-01-01,2025-01-08,,2025,1
Kairana APMC,2025-01-01,2025-01-08,1431.82,2025,1
Kannauj APMC,2025-01-01,2025-01-08,1293.21,2025,1
Kanpur(Grain) APMC,2025-01-01,2025-01-08,1381.93,2025,1
Karnailganj APMC,2025-01-01,2025-01-08,1550.0,2025,1
Karvi APMC,2025-01-01,2025-01-08,1299.38,2025,1
Kasganj APMC,2025-01-01,2025-01-08,1205.59,2025,1
Kayamganj APMC,2025-01-01,2025-01-08,1308.39,2025,1
Khaga APMC,2025-01-01,2025-01-08,1156.19,2025,1
Khair APMC,2025-01-01,2025-01-08,2391.49,2025,1
Khairagarh APMC,2025-01-01,2025-01-08,877.85,2025,1
Khalilabad APMC,2025-01-01,2025-01-08,1871.6,2025,1
Khandhla APMC,2025-01-01,2025-01-08,2450.0,2025,1
Khatauli APMC,2025-01-01,2025-01-08,1450.0,2025,1
Khekda APMC,2025-01-01,2025-01-08,1112.5,2025,1
Khurja APMC,2025-01-01,2025-01-08,1580.9,2025,1
Kiratpur APMC,2025-01-01,2025-01-08,1743.59,2025,1
Konch APMC,2025-01-01,2025-01-08,,2025,1
Kopaganj APMC,2025-01-01,2025-01-08,1023.08,2025,1
Kosikalan APMC,2025-01-01,2025-01-08,1181.67,2025,1
Lakhimpur APMC,2025-01-01,2025-01-08,1435.72,2025,1
Lalganj APMC,2025-01-01,2025-01-08,1127.42,2025,1
Lalitpur APMC,2025-01-01,2025-01-08,828.37,2025,1
Lucknow APMC,2025-01-01,2025-01-08,1439.26,2025,1
Madhoganj APMC,2025-01-01,2025-01-08,1426.51,2025,1
Mahoba APMC,2025-01-01,2025-01-08,1230.88,2025,1
Maigalganj APMC,2025-01-01,2025-01-08,3260.0,2025,1
Mainpuri APMC,2025-01-01,2025-01-08,1039.4,2025,1
Manjhanpur APMC,2025-01-01,2025-01-08,1389.4,2025,1
Mathura APMC,2025-01-01,2025-01-08,1009.57,2025,1
Maudaha APMC,2025-01-01,2025-01-08,,2025,1
Mauranipur APMC,2025-01-01,2025-01-08,1086.23,2025,1
Meerut APMC,2025-01-01,2025-01-08,1714.11,2025,1
Mehmoodabad APMC,2025-01-01,2025-01-08,1438.62,2025,1
Milak APMC,2025-01-01,2025-01-08,,2025,1
Mirzapur APMC,2025-01-01,2025-01-08,907.33,2025,1
Mohamadabad APMC,2025-01-01,2025-01-08,1322.24,2025,1
Mohammdi APMC,2025-01-01,2025-01-08,1459.83,2025,1
Moth APMC,2025-01-01,2025-01-08,933.09,2025,1
Mugrabaadshahpur APMC,2025-01-01,2025-01-08,1070.7,2025,1
Muradabad APMC,2025-01-01,2025-01-08,1396.24,2025,1
Muskara APMC,2025-01-01,2025-01-08,1138.89,2025,1
Muzzafarnagar APMC,2025-01-01,2025-01-08,1586.26,2025,1
Naanpara APMC,2025-01-01,2025-01-08,1550.0,2025,1
Nagina APMC,2025-01-01,2025-01-08,1670.05,2025,1
Najibabad APMC,2025-01-01,2025-01-08,1766.67,2025,1
Naugarh APMC,2025-01-01,2025-01-08,1355.0,2025,1
Nautnava APMC,2025-01-01,2025-01-08,841.67,2025,1
Nawabganj APMC,2025-01-01,2025-01-08,1371.05,2025,1
Noida APMC,2025-01-01,2025-01-08,1686.95,2025,1
Orai APMC,2025-01-01,2025-01-08,1077.24,2025,1
Paliakala APMC,2025-01-01,2025-01-08,,2025,1
Panchpedwa APMC,2025-01-01,2025-01-08,2630.43,2025,1
Partaval APMC,2025-01-01,2025-01-08,1263.19,2025,1
Pilibhit APMC,2025-01-01,2025-01-08,1497.97,2025,1
Pratapgarh APMC,2025-01-01,2025-01-08,1312.21,2025,1
Pukharayan APMC,2025-01-01,2025-01-08,1296.33,2025,1
Puranpur APMC,2025-01-01,2025-01-08,1493.19,2025,1
Purwa APMC,2025-01-01,2025-01-08,1451.76,2025,1
Puwaha APMC,2025-01-01,2025-01-08,1471.76,2025,1
Raibareilly APMC,2025-01-01,2025-01-08,1142.38,2025,1
Rampur APMC,2025-01-01,2025-01-08,1427.85,2025,1
Rampurmaniharan APMC,2025-01-01,2025-01-08,1850.0,2025,1
Rasda APMC,2025-01-01,2025-01-08,1209.83,2025,1
Robertsganj APMC,2025-01-01,2025-01-08,928.14,2025,1
Rudauli APMC,2025-01-01,2025-01-08,1918.87,2025,1
Safdarganj APMC,2025-01-01,2025-01-08,1689.23,2025,1
Saharanpur APMC,2025-01-01,2025-01-08,1481.86,2025,1
Sahiyapur APMC,2025-01-01,2025-01-08,1178.08,2025,1
Salon APMC,2025-01-01,2025-01-08,1172.7,2025,1
Sambhal APMC,2025-01-01,2025-01-08,2194.37,2025,1
Samsabad APMC,2025-01-01,2025-01-08,554.46,2025,1
Sandi APMC,2025-01-01,2025-01-08,1412.05,2025,1
Sandila APMC,2025-01-01,2025-01-08,1437.52,2025,1
Sehjanwa APMC,2025-01-01,2025-01-08,1400.0,2025,1
Shadabad APMC,2025-01-01,2025-01-08,864.29,2025,1
Shahabad(New Mandi) APMC,2025-01-01,2025-01-08,1575.0,2025,1
Shahaswan APMC,2025-01-01,2025-01-08,1866.67,2025,1
Shahganj APMC,2025-01-01,2025-01-08,1066.52,2025,1
Shahjahanpur APMC,2025-01-01,2025-01-08,1485.16,2025,1
Shamli APMC,2025-01-01,2025-01-08,1549.69,2025,1
Shikohabad APMC,2025-01-01,2025-01-08,,2025,1
Sikanderabad APMC,2025-01-01,2025-01-08,900.0,2025,1
Sikarpur APMC,2025-01-01,2025-01-08,1729.03,2025,1
Sirsa APMC,2025-01-01,2025-01-08,2619.63,2025,1
Sirsaganj APMC,2025-01-01,2025-01-08,1380.0,2025,1
Sitapur APMC,2025-01-01,2025-01-08,1438.39,2025,1
Siyana APMC,2025-01-01,2025-01-08,2452.73,2025,1
Sultanpur APMC,2025-01-01,2025-01-08,1591.06,2025,1
Tamkuhi road APMC,2025-01-01,2025-01-08,,2025,1
Tanda(Rampur) APMC,2025-01-01,2025-01-08,,2025,1
Thanabhavan APMC,2025-01-01,2025-01-08,2074.24,2025,1
Tikonia APMC,2025-01-01,2025-01-08,2380.0,2025,1
Tilhar APMC,2025-01-01,2025-01-08,1376.1,2025,1
Tulsipur APMC,2025-01-01,2025-01-08,1775.38,2025,1
Tundla APMC,2025-01-01,2025-01-08,1189.29,2025,1
Ujhani APMC,2025-01-01,2025-01-08,1373.27,2025,1
Unnao APMC,2025-01-01,2025-01-08,1428.51,2025,1
Uttaripura APMC,2025-01-01,2025-01-08,1361.85,2025,1
Varanasi APMC,2025-01-01,2025-01-08,989.19,2025,1
Varanasi(F&V) APMC,2025-01-01,2025-01-08,,2025,1
Varipaal APMC,2025-01-01,2025-01-08,776.7,2025,1
Vishalpur APMC,2025-01-01,2025-01-08,1480.23,2025,1
Viswan APMC,2025-01-01,2025-01-08,1449.4,2025,1
Wazirganj APMC,2025-01-01,2025-01-08,1450.0,2025,1
Average,2025-01-01,2025-01-08,1399.37,2025,1
Achalda APMC,2025-01-09,2025-01-15,1183.45,2025,1
Achnera APMC,2025-01-09,2025-01-15,780.74,2025,1
Agra APMC,2025-01-09,2025-01-15,775.71,2025,1
Ahirora APMC,2025-01-09,2025-01-15,320.79,2025,1
Ajuha APMC,2025-01-09,2025-01-15,1293.72,2025,1
Akbarpur APMC,2025-01-09,2025-01-15,1418.73,2025,1
Aligarh APMC,2025-01-09,2025-01-15,727.38,2025,1
Allahabad APMC,2025-01-09,2025-01-15,1304.19,2025,1
Amroha APMC,2025-01-09,2025-01-15,984.74,2025,1
Anandnagar APMC,2025-01-09,2025-01-15,1470.83,2025,1
Anoop Shahar APMC,2025-01-09,2025-01-15,1273.61,2025,1
Anwala APMC,2025-01-09,2025-01-15,1019.72,2025,1
Atarra APMC,2025-01-09,2025-01-15,817.5,2025,1
Auraiya APMC,2025-01-09,2025-01-15,1114.97,2025,1
Awagarh APMC,2025-01-09,2025-01-15,950.0,2025,1
Azamgarh APMC,2025-01-09,2025-01-15,943.47,2025,1
Bachranwa APMC,2025-01-09,2025-01-15,1009.8,2025,1
Badayoun APMC,2025-01-09,2025-01-15,1269.2,2025,1
Bagpat APMC,2025-01-09,2025-01-15,800.0,2025,1
Bahraich APMC,2025-01-09,2025-01-15,1208.4,2025,1
Ballia APMC,2025-01-09,2025-01-15,896.52,2025,1
Balrampur APMC,2025-01-09,2025-01-15,1202.69,2025,1
Banda APMC,2025-01-09,2025-01-15,840.31,2025,1
Bangarmau APMC,2025-01-09,2025-01-15,1196.86,2025,1
Barabanki APMC,2025-01-09,2025-01-15,1293.98,2025,1
Baraut APMC,2025-01-09,2025-01-15,1310.59,2025,1
Bareilly APMC,2025-01-09,2025-01-15,1245.22,2025,1
Basti APMC,2025-01-09,2025-01-15,927.57,2025,1
Bharthna APMC,2025-01-09,2025-01-15,1262.42,2025,1
Bharuasumerpur APMC,2025-01-09,2025-01-15,875.0,2025,1
Bharwari APMC,2025-01-09,2025-01-15,1268.62,2025,1
Bhinga APMC,2025-01-09,2025-01-15,1111.67,2025,1
Bijnaur APMC,2025-01-09,2025-01-15,1039.1,2025,1
Bilsi APMC,2025-01-09,2025-01-15,1282.02,2025,1
Bindki APMC,2025-01-09,2025-01-15,1126.27,2025,1
Bisoli APMC,2025-01-09,2025-01-15,800.0,2025,1
Buland Shahr APMC,2025-01-09,2025-01-15,1269.39,2025,1
Chaandpur APMC,2025-01-09,2025-01-15,1846.67,2025,1
Chandausi APMC,2025-01-09,2025-01-15,981.29,2025,1
Chandoli APMC,2025-01-09,2025-01-15,833.24,2025,1
Charra APMC,2025-01-09,2025-01-15,928.12,2025,1
Chhibramau APMC,2025-01-09,2025-01-15,1198.17,2025,1
Chirgaon APMC,2025-01-09,2025-01-15,815.52,2025,1
Chitwadagaon APMC,2025-01-09,2025-01-15,891.36,2025,1
Chorichora APMC,2025-01-09,2025-01-15,2600.0,2025,1
Choubepur APMC,2025-01-09,2025-01-15,1200.59,2025,1
Chutmalpur APMC,2025-01-09,2025-01-15,952.56,2025,1
Dadri APMC,2025-01-09,2025-01-15,1280.0,2025,1
Dankaur APMC,2025-01-09,2025-01-15,,2025,1
Deoband APMC,2025-01-09,2025-01-15,,2025,1
Devariya APMC,2025-01-09,2025-01-15,932.78,2025,1
Dhanaura APMC,2025-01-09,2025-01-15,1200.0,2025,1
Dibiapur APMC,2025-01-09,2025-01-15,884.42,2025,1
Doharighat APMC,2025-01-09,2025-01-15,1923.33,2025,1
Dudhi APMC,2025-01-09,2025-01-15,867.15,2025,1
Etah APMC,2025-01-09,2025-01-15,833.16,2025,1
Etawah APMC,2025-01-09,2025-01-15,1245.38,2025,1
Faizabad APMC,2025-01-09,2025-01-15,1377.76,2025,1
Farukhabad APMC,2025-01-09,2025-01-15,1169.97,2025,1
Fatehabad APMC,2025-01-09,2025-01-15,375.0,2025,1
Fatehpur APMC,2025-01-09,2025-01-15,1284.81,2025,1
Fatehpur Sikri APMC,2025-01-09,2025-01-15,779.04,2025,1
Firozabad APMC,2025-01-09,2025-01-15,821.43,2025,1
Gadaura APMC,2025-01-09,2025-01-15,1244.0,2025,1
Gangoh APMC,2025-01-09,2025-01-15,,2025,1
Gazipur APMC,2025-01-09,2025-01-15,827.95,2025,1
Ghaziabad APMC,2025-01-09,2025-01-15,1384.1,2025,1
Ghiraur APMC,2025-01-09,2025-01-15,782.82,2025,1
Golagokarnath APMC,2025-01-09,2025-01-15,1153.78,2025,1
Gonda APMC,2025-01-09,2025-01-15,1002.75,2025,1
Gopiganj APMC,2025-01-09,2025-01-15,1008.95,2025,1
Gorakhpur APMC,2025-01-09,2025-01-15,882.46,2025,1
Gulavati APMC,2025-01-09,2025-01-15,,2025,1
Gurusarai APMC,2025-01-09,2025-01-15,852.38,2025,1
Haathras APMC,2025-01-09,2025-01-15,786.36,2025,1
Hapur APMC,2025-01-09,2025-01-15,1250.0,2025,1
Hardoi APMC,2025-01-09,2025-01-15,1161.68,2025,1
Hasanpur APMC,2025-01-09,2025-01-15,1850.0,2025,1
Jafarganj APMC,2025-01-09,2025-01-15,1273.85,2025,1
Jagnair APMC,2025-01-09,2025-01-15,1132.69,2025,1
Jahangirabad APMC,2025-01-09,2025-01-15,1243.66,2025,1
Jalalabad APMC,2025-01-09,2025-01-15,630.91,2025,1
Jalaun APMC,2025-01-09,2025-01-15,720.69,2025,1
Jasra APMC,2025-01-09,2025-01-15,1180.0,2025,1
Jasvantnagar APMC,2025-01-09,2025-01-15,1263.51,2025,1
Jaunpur APMC,2025-01-09,2025-01-15,891.69,2025,1
Jayas APMC,2025-01-09,2025-01-15,1292.98,2025,1
Jhansi APMC,2025-01-09,2025-01-15,812.01,2025,1
Jhijhank APMC,2025-01-09,2025-01-15,,2025,1
Kairana APMC,2025-01-09,2025-01-15,1350.0,2025,1
Kannauj APMC,2025-01-09,2025-01-15,1200.0,2025,1
Kanpur(Grain) APMC,2025-01-09,2025-01-15,1238.05,2025,1
Karnailganj APMC,2025-01-09,2025-01-15,,2025,1
Karvi APMC,2025-01-09,2025-01-15,1173.08,2025,1
Kasganj APMC,2025-01-09,2025-01-15,812.07,2025,1
Kayamganj APMC,2025-01-09,2025-01-15,1194.67,2025,1
Khaga APMC,2025-01-09,2025-01-15,1065.62,2025,1
Khair APMC,2025-01-09,2025-01-15,2000.0,2025,1
Khairagarh APMC,2025-01-09,2025-01-15,850.0,2025,1
Khalilabad APMC,2025-01-09,2025-01-15,1621.43,2025,1
Khandhla APMC,2025-01-09,2025-01-15,2208.73,2025,1
Khatauli APMC,2025-01-09,2025-01-15,1300.0,2025,1
Khekda APMC,2025-01-09,2025-01-15,,2025,1
Khurja APMC,2025-01-09,2025-01-15,1273.06,2025,1
Kiratpur APMC,2025-01-09,2025-01-15,1512.03,2025,1
Konch APMC,2025-01-09,2025-01-15,1200.0,2025,1
Kopaganj APMC,2025-01-09,2025-01-15,1045.92,2025,1
Kosikalan APMC,2025-01-09,2025-01-15,828.9,2025,1
Lakhimpur APMC,2025-01-09,2025-01-15,1160.24,2025,1
Lalganj APMC,2025-01-09,2025-01-15,950.92,2025,1
Lalitpur APMC,2025-01-09,2025-01-15,684.57,2025,1
Lucknow APMC,2025-01-09,2025-01-15,1141.9,2025,1
Madhoganj APMC,2025-01-09,2025-01-15,1160.86,2025,1
Mahoba APMC,2025-01-09,2025-01-15,875.62,2025,1
Maigalganj APMC,2025-01-09,2025-01-15,2840.0,2025,1
Mainpuri APMC,2025-01-09,2025-01-15,784.91,2025,1
Manjhanpur APMC,2025-01-09,2025-01-15,1283.02,2025,1
Mathura APMC,2025-01-09,2025-01-15,801.11,2025,1
Maudaha APMC,2025-01-09,2025-01-15,,2025,1
Mauranipur APMC,2025-01-09,2025-01-15,843.07,2025,1
Meerut APMC,2025-01-09,2025-01-15,1235.82,2025,1
Mehmoodabad APMC,2025-01-09,2025-01-15,1168.71,2025,1
Milak APMC,2025-01-09,2025-01-15,1035.75,2025,1
Mirzapur APMC,2025-01-09,2025-01-15,832.59,2025,1
Mohamadabad APMC,2025-01-09,2025-01-15,1186.43,2025,1
Mohammdi APMC,2025-01-09,2025-01-15,1166.9,2025,1
Moth APMC,2025-01-09,2025-01-15,826.49,2025,1
Mugrabaadshahpur APMC,2025-01-09,2025-01-15,882.98,2025,1
Muradabad APMC,2025-01-09,2025-01-15,1011.07,2025,1
Muskara APMC,2025-01-09,2025-01-15,874.07,2025,1
Muzzafarnagar APMC,2025-01-09,2025-01-15,1300.0,2025,1
Naanpara APMC,2025-01-09,2025-01-15,,2025,1
Nagina APMC,2025-01-09,2025-01-15,1026.92,2025,1
Najibabad APMC,2025-01-09,2025-01-15,1284.62,2025,1
Naugarh APMC,2025-01-09,2025-01-15,,2025,1
Nautnava APMC,2025-01-09,2025-01-15,870.0,2025,1
Nawabganj APMC,2025-01-09,2025-01-15,1202.72,2025,1
Noida APMC,2025-01-09,2025-01-15,1352.34,2025,1
Orai APMC,2025-01-09,2025-01-15,895.73,2025,1
Paliakala APMC,2025-01-09,2025-01-15,,2025,1
Panchpedwa APMC,2025-01-09,2025-01-15,2404.47,2025,1
Partaval APMC,2025-01-09,2025-01-15,956.88,2025,1
Pilibhit APMC,2025-01-09,2025-01-15,1316.95,2025,1
Pratapgarh APMC,2025-01-09,2025-01-15,1266.76,2025,1
Pukharayan APMC,2025-01-09,2025-01-15,1215.97,2025,1
Puranpur APMC,2025-01-09,2025-01-15,1299.67,2025,1
Purwa APMC,2025-01-09,2025-01-15,1228.15,2025,1
Puwaha APMC,2025-01-09,2025-01-15,1286.57,2025,1
Raibareilly APMC,2025-01-09,2025-01-15,986.93,2025,1
Rampur APMC,2025-01-09,2025-01-15,1080.14,2025,1
Rampurmaniharan APMC,2025-01-09,2025-01-15,1943.75,2025,1
Rasda APMC,2025-01-09,2025-01-15,886.79,2025,1
Robertsganj APMC,2025-01-09,2025-01-15,851.26,2025,1
Rudauli APMC,2025-01-09,2025-01-15,1326.23,2025,1
Safdarganj APMC,2025-01-09,2025-01-15,1335.29,2025,1
Saharanpur APMC,2025-01-09,2025-01-15,1348.79,2025,1
Sahiyapur APMC,2025-01-09,2025-01-15,1173.73,2025,1
Salon APMC,2025-01-09,2025-01-15,1067.14,2025,1
Sambhal APMC,2025-01-09,2025-01-15,1937.31,2025,1
Samsabad APMC,2025-01-09,2025-01-15,491.49,2025,1
Sandi APMC,2025-01-09,2025-01-15,1160.99,2025,1
Sandila APMC,2025-01-09,2025-01-15,1156.44,2025,1
Sehjanwa APMC,2025-01-09,2025-01-15,1400.0,2025,1
Shadabad APMC,2025-01-09,2025-01-15,735.71,2025,1
Shahabad(New Mandi) APMC,2025-01-09,2025-01-15,1271.43,2025,1
Shahaswan APMC,2025-01-09,2025-01-15,2000.0,2025,1
Shahganj APMC,2025-01-09,2025-01-15,842.14,2025,1
Shahjahanpur APMC,2025-01-09,2025-01-15,1391.15,2025,1
Shamli APMC,2025-01-09,2025-01-15,1303.31,2025,1
Shikohabad APMC,2025-01-09,2025-01-15,,2025,1
Sikanderabad APMC,2025-01-09,2025-01-15,750.0,2025,1
Sikarpur APMC,2025-01-09,2025-01-15,1505.66,2025,1
Sirsa APMC,2025-01-09,2025-01-15,1721.3,2025,1
Sirsaganj APMC,2025-01-09,2025-01-15,1087.5,2025,1
Sitapur APMC,2025-01-09,2025-01-15,1166.1,2025,1
Siyana APMC,2025-01-09,2025-01-15,2660.0,2025,1
Sultanpur APMC,2025-01-09,2025-01-15,1284.51,2025,1
Tamkuhi road APMC,2025-01-09,2025-01-15,,2025,1
Tanda(Rampur) APMC,2025-01-09,2025-01-15,1020.0,2025,1
