market,date_started,week_end_date,price_per_quintal,year,month
Thanabhavan APMC,2025-01-09,2025-01-15,1917.02,2025,1
Tikonia APMC,2025-01-09,2025-01-15,,2025,1
Tilhar APMC,2025-01-09,2025-01-15,1185.91,2025,1
Tulsipur APMC,2025-01-09,2025-01-15,1543.92,2025,1
Tundla APMC,2025-01-09,2025-01-15,821.88,2025,1
Ujhani APMC,2025-01-09,2025-01-15,1287.0,2025,1
Unnao APMC,2025-01-09,2025-01-15,1209.76,2025,1
Uttaripura APMC,2025-01-09,2025-01-15,1195.57,2025,1
Varanasi APMC,2025-01-09,2025-01-15,929.66,2025,1
Varanasi(F&V) APMC,2025-01-09,2025-01-15,,2025,1
Varipaal APMC,2025-01-09,2025-01-15,824.07,2025,1
Vishalpur APMC,2025-01-09,2025-01-15,1289.69,2025,1
Viswan APMC,2025-01-09,2025-01-15,1175.27,2025,1
Wazirganj APMC,2025-01-09,2025-01-15,1297.31,2025,1
Average,2025-01-09,2025-01-15,1160.43,2025,1
Achalda APMC,2025-01-16,2025-01-23,1079.39,2025,1
Achnera APMC,2025-01-16,2025-01-23,798.06,2025,1
Agra APMC,2025-01-16,2025-01-23,826.7,2025,1
Ahirora APMC,2025-01-16,2025-01-23,363.63,2025,1
Ajuha APMC,2025-01-16,2025-01-23,1175.73,2025,1
Akbarpur APMC,2025-01-16,2025-01-23,1298.36,2025,1
Aligarh APMC,2025-01-16,2025-01-23,816.88,2025,1
Allahabad APMC,2025-01-16,2025-01-23,1285.55,2025,1
Amroha APMC,2025-01-16,2025-01-23,945.16,2025,1
Anandnagar APMC,2025-01-16,2025-01-23,1413.33,2025,1
Anoop Shahar APMC,2025-01-16,2025-01-23,1074.47,2025,1
Anwala APMC,2025-01-16,2025-01-23,1052.17,2025,1
Atarra APMC,2025-01-16,2025-01-23,844.22,2025,1
Atrauli APMC,2025-01-16,2025-01-23,,2025,1
Auraiya APMC,2025-01-16,2025-01-23,951.91,2025,1
Awagarh APMC,2025-01-16,2025-01-23,800.0,2025,1
Azamgarh APMC,2025-01-16,2025-01-23,892.12,2025,1
Bachranwa APMC,2025-01-16,2025-01-23,1011.4,2025,1
Badayoun APMC,2025-01-16,2025-01-23,1155.01,2025,1
Bagpat APMC,2025-01-16,2025-01-23,1200.0,2025,1
Bahraich APMC,2025-01-16,2025-01-23,961.19,2025,1
Ballia APMC,2025-01-16,2025-01-23,903.11,2025,1
Balrampur APMC,2025-01-16,2025-01-23,950.73,2025,1
Banda APMC,2025-01-16,2025-01-23,852.68,2025,1
Bangarmau APMC,2025-01-16,2025-01-23,1038.94,2025,1
Barabanki APMC,2025-01-16,2025-01-23,1753.16,2025,1
Baraut APMC,2025-01-16,2025-01-23,1194.83,2025,1
Bareilly APMC,2025-01-16,2025-01-23,982.77,2025,1
Basti APMC,2025-01-16,2025-01-23,888.99,2025,1
Bharthna APMC,2025-01-16,2025-01-23,1188.03,2025,1
Bharuasumerpur APMC,2025-01-16,2025-01-23,996.38,2025,1
Bharwari APMC,2025-01-16,2025-01-23,1153.99,2025,1
Bhinga APMC,2025-01-16,2025-01-23,905.64,2025,1
Bijnaur APMC,2025-01-16,2025-01-23,964.11,2025,1
Bilsi APMC,2025-01-16,2025-01-23,1155.17,2025,1
Bindki APMC,2025-01-16,2025-01-23,1130.0,2025,1
Bisoli APMC,2025-01-16,2025-01-23,600.0,2025,1
Buland Shahr APMC,2025-01-16,2025-01-23,1149.15,2025,1
Chaandpur APMC,2025-01-16,2025-01-23,1628.57,2025,1
Chandausi APMC,2025-01-16,2025-01-23,978.65,2025,1
Chandoli APMC,2025-01-16,2025-01-23,867.32,2025,1
Charra APMC,2025-01-16,2025-01-23,978.0,2025,1
Chhibramau APMC,2025-01-16,2025-01-23,1121.45,2025,1
Chirgaon APMC,2025-01-16,2025-01-23,770.37,2025,1
Chitwadagaon APMC,2025-01-16,2025-01-23,887.58,2025,1
Chorichora APMC,2025-01-16,2025-01-23,2250.0,2025,1
Choubepur APMC,2025-01-16,2025-01-23,1046.95,2025,1
Chutmalpur APMC,2025-01-16,2025-01-23,1000.0,2025,1
Dadri APMC,2025-01-16,2025-01-23,1213.08,2025,1
Dankaur APMC,2025-01-16,2025-01-23,,2025,1
Deoband APMC,2025-01-16,2025-01-23,,2025,1
Devariya APMC,2025-01-16,2025-01-23,824.81,2025,1
Dhanaura APMC,2025-01-16,2025-01-23,1227.03,2025,1
Dibiapur APMC,2025-01-16,2025-01-23,816.42,2025,1
Divai APMC,2025-01-16,2025-01-23,1423.68,2025,1
Doharighat APMC,2025-01-16,2025-01-23,2496.2,2025,1
Dudhi APMC,2025-01-16,2025-01-23,646.24,2025,1
Etah APMC,2025-01-16,2025-01-23,813.85,2025,1
Etawah APMC,2025-01-16,2025-01-23,1130.9,2025,1
Faizabad APMC,2025-01-16,2025-01-23,1264.81,2025,1
Farukhabad APMC,2025-01-16,2025-01-23,1087.27,2025,1
Fatehabad APMC,2025-01-16,2025-01-23,458.54,2025,1
Fatehpur APMC,2025-01-16,2025-01-23,1220.95,2025,1
Fatehpur Sikri APMC,2025-01-16,2025-01-23,748.48,2025,1
Firozabad APMC,2025-01-16,2025-01-23,817.89,2025,1
Gadaura APMC,2025-01-16,2025-01-23,1300.0,2025,1
Gangoh APMC,2025-01-16,2025-01-23,1550.0,2025,1
Gazipur APMC,2025-01-16,2025-01-23,841.18,2025,1
Ghaziabad APMC,2025-01-16,2025-01-23,1249.29,2025,1
Ghiraur APMC,2025-01-16,2025-01-23,784.52,2025,1
Golagokarnath APMC,2025-01-16,2025-01-23,1042.79,2025,1
Gonda APMC,2025-01-16,2025-01-23,823.19,2025,1
Gopiganj APMC,2025-01-16,2025-01-23,1004.98,2025,1
Gorakhpur APMC,2025-01-16,2025-01-23,812.04,2025,1
Gurusarai APMC,2025-01-16,2025-01-23,832.03,2025,1
Haathras APMC,2025-01-16,2025-01-23,804.33,2025,1
Hapur APMC,2025-01-16,2025-01-23,1140.83,2025,1
Hardoi APMC,2025-01-16,2025-01-23,1030.11,2025,1
Hasanpur APMC,2025-01-16,2025-01-23,1850.0,2025,1
Jafarganj APMC,2025-01-16,2025-01-23,1238.52,2025,1
Jagnair APMC,2025-01-16,2025-01-23,825.0,2025,1
Jahangirabad APMC,2025-01-16,2025-01-23,1143.23,2025,1
Jalalabad APMC,2025-01-16,2025-01-23,560.0,2025,1
Jalaun APMC,2025-01-16,2025-01-23,880.69,2025,1
Jasra APMC,2025-01-16,2025-01-23,1145.0,2025,1
Jasvantnagar APMC,2025-01-16,2025-01-23,1188.93,2025,1
Jaunpur APMC,2025-01-16,2025-01-23,939.29,2025,1
Jayas APMC,2025-01-16,2025-01-23,1246.23,2025,1
Jhansi APMC,2025-01-16,2025-01-23,783.44,2025,1
Jhijhank APMC,2025-01-16,2025-01-23,,2025,1
Kairana APMC,2025-01-16,2025-01-23,1350.0,2025,1
Kannauj APMC,2025-01-16,2025-01-23,1086.4,2025,1
Kanpur(Grain) APMC,2025-01-16,2025-01-23,1163.5,2025,1
Karnailganj APMC,2025-01-16,2025-01-23,,2025,1
Karvi APMC,2025-01-16,2025-01-23,1249.67,2025,1
Kasganj APMC,2025-01-16,2025-01-23,873.85,2025,1
Kayamganj APMC,2025-01-16,2025-01-23,1086.88,2025,1
Khaga APMC,2025-01-16,2025-01-23,1027.59,2025,1
Khair APMC,2025-01-16,2025-01-23,2309.09,2025,1
Khairagarh APMC,2025-01-16,2025-01-23,850.0,2025,1
Khalilabad APMC,2025-01-16,2025-01-23,1600.0,2025,1
Khandhla APMC,2025-01-16,2025-01-23,2340.91,2025,1
Khekda APMC,2025-01-16,2025-01-23,1200.0,2025,1
Khurja APMC,2025-01-16,2025-01-23,1169.85,2025,1
Kiratpur APMC,2025-01-16,2025-01-23,1504.39,2025,1
Konch APMC,2025-01-16,2025-01-23,1200.0,2025,1
Kopaganj APMC,2025-01-16,2025-01-23,1096.15,2025,1
Kosikalan APMC,2025-01-16,2025-01-23,818.49,2025,1
Lakhimpur APMC,2025-01-16,2025-01-23,1035.88,2025,1
Lalganj APMC,2025-01-16,2025-01-23,947.4,2025,1
Lalitpur APMC,2025-01-16,2025-01-23,851.22,2025,1
Lucknow APMC,2025-01-16,2025-01-23,1055.53,2025,1
Madhoganj APMC,2025-01-16,2025-01-23,1029.81,2025,1
Mahoba APMC,2025-01-16,2025-01-23,871.45,2025,1
Maigalganj APMC,2025-01-16,2025-01-23,2467.5,2025,1
Mainpuri APMC,2025-01-16,2025-01-23,790.22,2025,1
Manjhanpur APMC,2025-01-16,2025-01-23,1184.37,2025,1
Mathura APMC,2025-01-16,2025-01-23,820.57,2025,1
Maudaha APMC,2025-01-16,2025-01-23,,2025,1
Mauranipur APMC,2025-01-16,2025-01-23,818.82,2025,1
Meerut APMC,2025-01-16,2025-01-23,1137.74,2025,1
Mehmoodabad APMC,2025-01-16,2025-01-23,1027.58,2025,1
Milak APMC,2025-01-16,2025-01-23,925.76,2025,1
Mirzapur APMC,2025-01-16,2025-01-23,786.54,2025,1
Mohamadabad APMC,2025-01-16,2025-01-23,1099.26,2025,1
Mohammdi APMC,2025-01-16,2025-01-23,1029.61,2025,1
Moth APMC,2025-01-16,2025-01-23,805.0,2025,1
Mugrabaadshahpur APMC,2025-01-16,2025-01-23,929.22,2025,1
Muradabad APMC,2025-01-16,2025-01-23,948.24,2025,1
Muradnagar APMC,2025-01-16,2025-01-23,,2025,1
Muskara APMC,2025-01-16,2025-01-23,880.91,2025,1
Muzzafarnagar APMC,2025-01-16,2025-01-23,1284.21,2025,1
Naanpara APMC,2025-01-16,2025-01-23,,2025,1
Nagina APMC,2025-01-16,2025-01-23,1037.68,2025,1
Najibabad APMC,2025-01-16,2025-01-23,977.78,2025,1
Naugarh APMC,2025-01-16,2025-01-23,935.71,2025,1
Nautnava APMC,2025-01-16,2025-01-23,1152.86,2025,1
Nawabganj APMC,2025-01-16,2025-01-23,942.44,2025,1
Noida APMC,2025-01-16,2025-01-23,1247.08,2025,1
Orai APMC,2025-01-16,2025-01-23,876.92,2025,1
Paliakala APMC,2025-01-16,2025-01-23,,2025,1
Panchpedwa APMC,2025-01-16,2025-01-23,2274.67,2025,1
Partaval APMC,2025-01-16,2025-01-23,843.58,2025,1
Payagpur APMC,2025-01-16,2025-01-23,,2025,1
Pilibhit APMC,2025-01-16,2025-01-23,1159.31,2025,1
Pratapgarh APMC,2025-01-16,2025-01-23,1133.52,2025,1
Pukharayan APMC,2025-01-16,2025-01-23,1102.62,2025,1
Puranpur APMC,2025-01-16,2025-01-23,1222.74,2025,1
Purwa APMC,2025-01-16,2025-01-23,1066.1,2025,1
Puwaha APMC,2025-01-16,2025-01-23,1141.81,2025,1
Raibareilly APMC,2025-01-16,2025-01-23,967.56,2025,1
Rampur APMC,2025-01-16,2025-01-23,937.68,2025,1
Rampurmaniharan APMC,2025-01-16,2025-01-23,,2025,1
Rasda APMC,2025-01-16,2025-01-23,903.31,2025,1
Robertsganj APMC,2025-01-16,2025-01-23,835.88,2025,1
Rudauli APMC,2025-01-16,2025-01-23,1147.06,2025,1
Rura APMC,2025-01-16,2025-01-23,,2025,1
Safdarganj APMC,2025-01-16,2025-01-23,1233.64,2025,1
Saharanpur APMC,2025-01-16,2025-01-23,1256.21,2025,1
Sahiyapur APMC,2025-01-16,2025-01-23,1271.77,2025,1
Salon APMC,2025-01-16,2025-01-23,1030.19,2025,1
Sambhal APMC,2025-01-16,2025-01-23,1270.71,2025,1
Samsabad APMC,2025-01-16,2025-01-23,467.24,2025,1
Sandi APMC,2025-01-16,2025-01-23,1187.07,2025,1
Sandila APMC,2025-01-16,2025-01-23,1032.74,2025,1
Sehjanwa APMC,2025-01-16,2025-01-23,1450.0,2025,1
Shadabad APMC,2025-01-16,2025-01-23,687.5,2025,1
Shahabad(New Mandi) APMC,2025-01-16,2025-01-23,1088.89,2025,1
Shahaswan APMC,2025-01-16,2025-01-23,1793.75,2025,1
Shahganj APMC,2025-01-16,2025-01-23,956.0,2025,1
Shahjahanpur APMC,2025-01-16,2025-01-23,1155.59,2025,1
Shahpur APMC,2025-01-16,2025-01-23,,2025,1
Shamli APMC,2025-01-16,2025-01-23,1270.38,2025,1
Shikohabad APMC,2025-01-16,2025-01-23,,2025,1
Sikanderabad APMC,2025-01-16,2025-01-23,770.3,2025,1
Sikarpur APMC,2025-01-16,2025-01-23,1138.31,2025,1
Sirsa APMC,2025-01-16,2025-01-23,1726.71,2025,1
Sirsaganj APMC,2025-01-16,2025-01-23,1100.0,2025,1
Sitapur APMC,2025-01-16,2025-01-23,1030.2,2025,1
Siyana APMC,2025-01-16,2025-01-23,2056.62,2025,1
Sultanpur APMC,2025-01-16,2025-01-23,1230.41,2025,1
Tamkuhi road APMC,2025-01-16,2025-01-23,,2025,1
Tanda(Rampur) APMC,2025-01-16,2025-01-23,,2025,1
Thanabhavan APMC,2025-01-16,2025-01-23,1900.0,2025,1
Tikonia APMC,2025-01-16,2025-01-23,1060.0,2025,1
Tilhar APMC,2025-01-16,2025-01-23,1076.04,2025,1
Tulsipur APMC,2025-01-16,2025-01-23,1607.95,2025,1
Tundla APMC,2025-01-16,2025-01-23,774.74,2025,1
Ujhani APMC,2025-01-16,2025-01-23,1160.13,2025,1
Unnao APMC,2025-01-16,2025-01-23,1033.53,2025,1
Uttaripura APMC,2025-01-16,2025-01-23,1100.75,2025,1
Varanasi APMC,2025-01-16,2025-01-23,842.01,2025,1
Varanasi(F&V) APMC,2025-01-16,2025-01-23,,2025,1
Varipaal APMC,2025-01-16,2025-01-23,823.51,2025,1
Vishalpur APMC,2025-01-16,2025-01-23,1152.82,2025,1
Viswan APMC,2025-01-16,2025-01-23,1033.06,2025,1
Wazirganj APMC,2025-01-16,2025-01-23,1066.08,2025,1
Average,2025-01-16,2025-01-23,1099.35,2025,1
Achalda APMC,2025-01-24,2025-01-31,948.18,2025,1
Achnera APMC,2025-01-24,2025-01-31,783.54,2025,1
Agra APMC,2025-01-24,2025-01-31,748.29,2025,1
Ahirora APMC,2025-01-24,2025-01-31,272.06,2025,1
Ajuha APMC,2025-01-24,2025-01-31,1045.09,2025,1
Akbarpur APMC,2025-01-24,2025-01-31,1202.84,2025,1
Aligarh APMC,2025-01-24,2025-01-31,821.04,2025,1
Allahabad APMC,2025-01-24,2025-01-31,1080.32,2025,1
Amroha APMC,2025-01-24,2025-01-31,892.39,2025,1
Anandnagar APMC,2025-01-24,2025-01-31,1354.02,2025,1
Anoop Shahar APMC,2025-01-24,2025-01-31,1062.5,2025,1
Anwala APMC,2025-01-24,2025-01-31,1100.0,2025,1
Atarra APMC,2025-01-24,2025-01-31,868.0,2025,1
Atrauli APMC,2025-01-24,2025-01-31,,2025,1
Auraiya APMC,2025-01-24,2025-01-31,884.77,2025,1
Awagarh APMC,2025-01-24,2025-01-31,800.0,2025,1
Azamgarh APMC,2025-01-24,2025-01-31,812.35,2025,1
Bachranwa APMC,2025-01-24,2025-01-31,945.15,2025,1
Badayoun APMC,2025-01-24,2025-01-31,1025.96,2025,1
Bagpat APMC,2025-01-24,2025-01-31,957.14,2025,1
Bahraich APMC,2025-01-24,2025-01-31,897.06,2025,1
Ballia APMC,2025-01-24,2025-01-31,811.3,2025,1
Balrampur APMC,2025-01-24,2025-01-31,928.11,2025,1
Banda APMC,2025-01-24,2025-01-31,856.69,2025,1
Bangarmau APMC,2025-01-24,2025-01-31,951.33,2025,1
Barabanki APMC,2025-01-24,2025-01-31,1081.16,2025,1
Baraut APMC,2025-01-24,2025-01-31,1004.38,2025,1
Bareilly APMC,2025-01-24,2025-01-31,879.1,2025,1
Basti APMC,2025-01-24,2025-01-31,832.53,2025,1
Bharthna APMC,2025-01-24,2025-01-31,993.02,2025,1
Bharuasumerpur APMC,2025-01-24,2025-01-31,897.49,2025,1
Bharwari APMC,2025-01-24,2025-01-31,1027.91,2025,1
Bhinga APMC,2025-01-24,2025-01-31,912.54,2025,1
Bijnaur APMC,2025-01-24,2025-01-31,943.32,2025,1
Bilsi APMC,2025-01-24,2025-01-31,1065.7,2025,1
Bindki APMC,2025-01-24,2025-01-31,1018.49,2025,1
Bisoli APMC,2025-01-24,2025-01-31,800.0,2025,1
Buland Shahr APMC,2025-01-24,2025-01-31,994.97,2025,1
Chaandpur APMC,2025-01-24,2025-01-31,1620.0,2025,1
Chandausi APMC,2025-01-24,2025-01-31,904.41,2025,1
Chandoli APMC,2025-01-24,2025-01-31,730.58,2025,1
Charra APMC,2025-01-24,2025-01-31,886.54,2025,1
Chhibramau APMC,2025-01-24,2025-01-31,983.8,2025,1
Chirgaon APMC,2025-01-24,2025-01-31,763.22,2025,1
Chitwadagaon APMC,2025-01-24,2025-01-31,801.31,2025,1
Chorichora APMC,2025-01-24,2025-01-31,2786.36,2025,1
Choubepur APMC,2025-01-24,2025-01-31,935.69,2025,1
Chutmalpur APMC,2025-01-24,2025-01-31,1153.53,2025,1
Dadri APMC,2025-01-24,2025-01-31,1009.2,2025,1
Dankaur APMC,2025-01-24,2025-01-31,962.24,2025,1
Deoband APMC,2025-01-24,2025-01-31,,2025,1
Devariya APMC,2025-01-24,2025-01-31,821.77,2025,1
Dhanaura APMC,2025-01-24,2025-01-31,1200.0,2025,1
Dibiapur APMC,2025-01-24,2025-01-31,800.0,2025,1
Divai APMC,2025-01-24,2025-01-31,,2025,1
Doharighat APMC,2025-01-24,2025-01-31,1113.44,2025,1
Dudhi APMC,2025-01-24,2025-01-31,668.57,2025,1
Etah APMC,2025-01-24,2025-01-31,842.61,2025,1
Etawah APMC,2025-01-24,2025-01-31,969.16,2025,1
Faizabad APMC,2025-01-24,2025-01-31,1142.05,2025,1
Farukhabad APMC,2025-01-24,2025-01-31,1003.52,2025,1
Fatehabad APMC,2025-01-24,2025-01-31,465.43,2025,1
Fatehpur APMC,2025-01-24,2025-01-31,1060.21,2025,1
Fatehpur Sikri APMC,2025-01-24,2025-01-31,756.94,2025,1
Firozabad APMC,2025-01-24,2025-01-31,787.6,2025,1
Gadaura APMC,2025-01-24,2025-01-31,1300.0,2025,1
Gangoh APMC,2025-01-24,2025-01-31,1200.0,2025,1
Gazipur APMC,2025-01-24,2025-01-31,751.77,2025,1
Ghaziabad APMC,2025-01-24,2025-01-31,1065.71,2025,1
Ghiraur APMC,2025-01-24,2025-01-31,813.7,2025,1
Golagokarnath APMC,2025-01-24,2025-01-31,916.34,2025,1
Gonda APMC,2025-01-24,2025-01-31,914.69,2025,1
Gopiganj APMC,2025-01-24,2025-01-31,834.17,2025,1
Gorakhpur APMC,2025-01-24,2025-01-31,811.92,2025,1
Gurusarai APMC,2025-01-24,2025-01-31,815.33,2025,1
Haathras APMC,2025-01-24,2025-01-31,809.66,2025,1
Hapur APMC,2025-01-24,2025-01-31,1002.78,2025,1
Hardoi APMC,2025-01-24,2025-01-31,959.86,2025,1
Hasanpur APMC,2025-01-24,2025-01-31,1850.0,2025,1
Jafarganj APMC,2025-01-24,2025-01-31,1102.26,2025,1
Jagnair APMC,2025-01-24,2025-01-31,506.72,2025,1
Jahangirabad APMC,2025-01-24,2025-01-31,982.71,2025,1
Jalalabad APMC,2025-01-24,2025-01-31,560.0,2025,1
Jalaun APMC,2025-01-24,2025-01-31,784.69,2025,1
Jasra APMC,2025-01-24,2025-01-31,1045.0,2025,1
Jasvantnagar APMC,2025-01-24,2025-01-31,981.05,2025,1
Jaunpur APMC,2025-01-24,2025-01-31,809.47,2025,1
Jayas APMC,2025-01-24,2025-01-31,1164.86,2025,1
Jhansi APMC,2025-01-24,2025-01-31,747.93,2025,1
Jhijhank APMC,2025-01-24,2025-01-31,,2025,1
Kairana APMC,2025-01-24,2025-01-31,1350.0,2025,1
Kannauj APMC,2025-01-24,2025-01-31,949.88,2025,1
Kanpur(Grain) APMC,2025-01-24,2025-01-31,968.63,2025,1
Karnailganj APMC,2025-01-24,2025-01-31,900.0,2025,1
Karvi APMC,2025-01-24,2025-01-31,1222.54,2025,1
Kasganj APMC,2025-01-24,2025-01-31,867.5,2025,1
Kayamganj APMC,2025-01-24,2025-01-31,939.35,2025,1
Khaga APMC,2025-01-24,2025-01-31,989.82,2025,1
Khair APMC,2025-01-24,2025-01-31,1233.33,2025,1
Khairagarh APMC,2025-01-24,2025-01-31,848.67,2025,1
Khalilabad APMC,2025-01-24,2025-01-31,1539.69,2025,1
Khandhla APMC,2025-01-24,2025-01-31,2275.0,2025,1
Khekda APMC,2025-01-24,2025-01-31,800.0,2025,1
Khurja APMC,2025-01-24,2025-01-31,992.42,2025,1
Kiratpur APMC,2025-01-24,2025-01-31,1535.9,2025,1
Konch APMC,2025-01-24,2025-01-31,,2025,1
Kopaganj APMC,2025-01-24,2025-01-31,1092.74,2025,1
Kosikalan APMC,2025-01-24,2025-01-31,829.19,2025,1
Lakhimpur APMC,2025-01-24,2025-01-31,927.5,2025,1
Lalganj APMC,2025-01-24,2025-01-31,911.47,2025,1
Lalitpur APMC,2025-01-24,2025-01-31,743.42,2025,1
Lucknow APMC,2025-01-24,2025-01-31,996.07,2025,1
Madhoganj APMC,2025-01-24,2025-01-31,1181.99,2025,1
Mahoba APMC,2025-01-24,2025-01-31,878.59,2025,1
Maigalganj APMC,2025-01-24,2025-01-31,2830.0,2025,1
Mainpuri APMC,2025-01-24,2025-01-31,788.71,2025,1
Manjhanpur APMC,2025-01-24,2025-01-31,1045.7,2025,1
Mathura APMC,2025-01-24,2025-01-31,794.71,2025,1
Maudaha APMC,2025-01-24,2025-01-31,,2025,1
Mauranipur APMC,2025-01-24,2025-01-31,804.78,2025,1
Meerut APMC,2025-01-24,2025-01-31,982.9,2025,1
Mehmoodabad APMC,2025-01-24,2025-01-31,959.47,2025,1
Milak APMC,2025-01-24,2025-01-31,922.26,2025,1
Mirzapur APMC,2025-01-24,2025-01-31,647.93,2025,1
Mohamadabad APMC,2025-01-24,2025-01-31,995.6,2025,1
Mohammdi APMC,2025-01-24,2025-01-31,926.36,2025,1
Moth APMC,2025-01-24,2025-01-31,793.25,2025,1
Mugrabaadshahpur APMC,2025-01-24,2025-01-31,789.98,2025,1
Muradabad APMC,2025-01-24,2025-01-31,909.76,2025,1
Muradnagar APMC,2025-01-24,2025-01-31,1000.0,2025,1
Muskara APMC,2025-01-24,2025-01-31,827.27,2025,1
Muzzafarnagar APMC,2025-01-24,2025-01-31,1051.28,2025,1
Naanpara APMC,2025-01-24,2025-01-31,,2025,1
Nagina APMC,2025-01-24,2025-01-31,1100.0,2025,1
Najibabad APMC,2025-01-24,2025-01-31,900.0,2025,1
Naugarh APMC,2025-01-24,2025-01-31,877.05,2025,1
Nautnava APMC,2025-01-24,2025-01-31,1305.0,2025,1
Nawabganj APMC,2025-01-24,2025-01-31,911.34,2025,1
Noida APMC,2025-01-24,2025-01-31,1048.02,2025,1
Orai APMC,2025-01-24,2025-01-31,784.14,2025,1
Paliakala APMC,2025-01-24,2025-01-31,1540.0,2025,1
Panchpedwa APMC,2025-01-24,2025-01-31,2486.29,2025,1
Partaval APMC,2025-01-24,2025-01-31,826.23,2025,1
Payagpur APMC,2025-01-24,2025-01-31,1022.22,2025,1
Pilibhit APMC,2025-01-24,2025-01-31,1025.95,2025,1
Pratapgarh APMC,2025-01-24,2025-01-31,1034.03,2025,1
Pukharayan APMC,2025-01-24,2025-01-31,904.69,2025,1
Puranpur APMC,2025-01-24,2025-01-31,1021.32,2025,1
Purwa APMC,2025-01-24,2025-01-31,960.16,2025,1
Puwaha APMC,2025-01-24,2025-01-31,1018.78,2025,1
Raibareilly APMC,2025-01-24,2025-01-31,848.69,2025,1
Rampur APMC,2025-01-24,2025-01-31,926.42,2025,1
Rampurmaniharan APMC,2025-01-24,2025-01-31,1604.0,2025,1
Rasda APMC,2025-01-24,2025-01-31,784.52,2025,1
Robertsganj APMC,2025-01-24,2025-01-31,667.86,2025,1
Rudauli APMC,2025-01-24,2025-01-31,1004.58,2025,1
Rura APMC,2025-01-24,2025-01-31,,2025,1
Safdarganj APMC,2025-01-24,2025-01-31,1123.33,2025,1
Saharanpur APMC,2025-01-24,2025-01-31,1089.52,2025,1
Sahiyapur APMC,2025-01-24,2025-01-31,1080.37,2025,1
Salon APMC,2025-01-24,2025-01-31,924.77,2025,1
Sambhal APMC,2025-01-24,2025-01-31,1153.83,2025,1
Samsabad APMC,2025-01-24,2025-01-31,545.65,2025,1
Sandi APMC,2025-01-24,2025-01-31,944.27,2025,1
Sandila APMC,2025-01-24,2025-01-31,960.61,2025,1
Sehjanwa APMC,2025-01-24,2025-01-31,1480.0,2025,1
Shadabad APMC,2025-01-24,2025-01-31,662.5,2025,1
Shahabad(New Mandi) APMC,2025-01-24,2025-01-31,1007.5,2025,1
Shahaswan APMC,2025-01-24,2025-01-31,1250.0,2025,1
Shahganj APMC,2025-01-24,2025-01-31,828.1,2025,1
Shahjahanpur APMC,2025-01-24,2025-01-31,1076.03,2025,1
Shahpur APMC,2025-01-24,2025-01-31,1331.18,2025,1
Shamli APMC,2025-01-24,2025-01-31,1040.97,2025,1
Shikohabad APMC,2025-01-24,2025-01-31,,2025,1
Sikanderabad APMC,2025-01-24,2025-01-31,700.0,2025,1
Sikarpur APMC,2025-01-24,2025-01-31,1276.92,2025,1
Sirsa APMC,2025-01-24,2025-01-31,1794.17,2025,1
Sirsaganj APMC,2025-01-24,2025-01-31,1100.0,2025,1
Sitapur APMC,2025-01-24,2025-01-31,975.97,2025,1
Siyana APMC,2025-01-24,2025-01-31,1660.0,2025,1
Sultanpur APMC,2025-01-24,2025-01-31,1048.03,2025,1
Tamkuhi road APMC,2025-01-24,2025-01-31,,2025,1
Tanda(Rampur) APMC,2025-01-24,2025-01-31,765.0,2025,1
Thanabhavan APMC,2025-01-24,2025-01-31,1900.0,2025,1
Tikonia APMC,2025-01-24,2025-01-31,840.0,2025,1
Tilhar APMC,2025-01-24,2025-01-31,973.96,2025,1
Tulsipur APMC,2025-01-24,2025-01-31,994.89,2025,1
Tundla APMC,2025-01-24,2025-01-31,802.39,2025,1
Ujhani APMC,2025-01-24,2025-01-31,1086.47,2025,1
Unnao APMC,2025-01-24,2025-01-31,949.48,2025,1
Uttaripura APMC,2025-01-24,2025-01-31,942.92,2025,1
Varanasi APMC,2025-01-24,2025-01-31,775.66,2025,1
Varanasi(F&V) APMC,2025-01-24,2025-01-31,,2025,1
Varipaal APMC,2025-01-24,2025-01-31,660.14,2025,1
Vishalpur APMC,2025-01-24,2025-01-31,1024.03,2025,1
Viswan APMC,2025-01-24,2025-01-31,965.73,2025,1
Wazirganj APMC,2025-01-24,2025-01-31,1014.2,2025,1
Average,2025-01-24,2025-01-31,1009.63,2025,1
Achalda APMC,2024-01-01,2024-01-08,1201.84,2024,1
Achnera APMC,2024-01-01,2024-01-08,1160.69,2024,1
Agra APMC,2024-01-01,2024-01-08,1172.31,2024,1
Ahirora APMC,2024-01-01,2024-01-08,972.74,2024,1
Ajuha APMC,2024-01-01,2024-01-08,1070.3,2024,1
Akbarpur APMC,2024-01-01,2024-01-08,1243.06,2024,1
Aligarh APMC,2024-01-01,2024-01-08,1354.11,2024,1
Allahabad APMC,2024-01-01,2024-01-08,1028.46,2024,1
Amroha APMC,2024-01-01,2024-01-08,1139.29,2024,1
Anandnagar APMC,2024-01-01,2024-01-08,1504.94,2024,1
Anoop Shahar APMC,2024-01-01,2024-01-08,1527.87,2024,1
Anwala APMC,2024-01-01,2024-01-08,1100.0,2024,1
Atarra APMC,2024-01-01,2024-01-08,1203.11,2024,1
Auraiya APMC,2024-01-01,2024-01-08,1208.77,2024,1
Awagarh APMC,2024-01-01,2024-01-08,,2024,1
Azamgarh APMC,2024-01-01,2024-01-08,1303.08,2024,1
Baberu APMC,2024-01-01,2024-01-08,,2024,1
